Ticker,Name,Sector,Industry
CRWS,"Crown Crafts, Inc.",Consumer Goods,Textile - Apparel Clothing
CRY,CryoLife Inc.,Healthcare,Medical Appliances & Equipment
CSBK,Clifton Bancorp Inc.,Financial,Savings & Loans
CSCD,Cascade Microtech Inc.,Technology,Semiconductor Equipment & Materials
CSC,Computer Sciences Corporation,Technology,Information Technology Services
CSCO,"Cisco Systems, Inc.",Technology,Networking & Communication Devices
CSFL,"CenterState Banks, Inc.",Financial,Regional - Southeast Banks
CSGP,CoStar Group Inc.,Financial,Property Management
CSGS,CSG Systems International Inc.,Technology,Business Software & Services
CSH,"Cash America International, Inc.",Financial,Credit Services
CSHB,Community Shores Bank Corp.,Financial,Regional - Southwest Banks
CSII,Cardiovascular Systems Inc.,Healthcare,Medical Appliances & Equipment
CSL,Carlisle Companies Incorporated,Consumer Goods,Rubber & Plastics
CSOD,"Cornerstone OnDemand, Inc.",Technology,Application Software
CSPI,CSP Inc.,Technology,Information Technology Services
CSS,CSS Industries Inc.,Services,"Specialty Retail, Other"
CST,"CST Brands, Inc.",Services,"Specialty Retail, Other"
CSV,Carriage Services Inc.,Services,Personal Services
CSWC,Capital Southwest Corporation,Financial,Asset Management
CSX,CSX Corp.,Services,Railroads
CTAS,Cintas Corporation,Services,Business Services
CTB,Cooper Tire & Rubber Co.,Consumer Goods,Rubber & Plastics
CTBI,Community Trust Bancorp Inc.,Financial,Regional - Southeast Banks
CTCT,"Constant Contact, Inc.",Services,Marketing Services
CTG,Computer Task Group Inc.,Technology,Information Technology Services
CTHR,Charles & Colvard Ltd.,Services,Jewelry Stores
CTIB,CTI Industries Corp.,Consumer Goods,Rubber & Plastics
CTL,"CenturyLink, Inc.",Technology,Telecom Services - Domestic
CTO,Consolidated Tomoka Land Co.,Financial,Real Estate Development
CTRN,"Citi Trends, Inc.",Services,Apparel Stores
CTS,CTS Corporation,Technology,Diversified Electronics
CTSH,Cognizant Technology Solutions Corporation,Technology,Business Software & Services
CTWS,Connecticut Water Service Inc.,Utilities,Water Utilities
CTXS,"Citrix Systems, Inc.",Technology,Business Software & Services
CUB,Cubic Corporation,Technology,Scientific & Technical Instruments
CUBI,"Customers Bancorp, Inc.",Financial,Regional - Northeast Banks
CUI,"CUI Global, Inc.",Industrial Goods,Industrial Electrical Equipment
CUNB,CU Bancorp,Financial,Regional - Pacific Banks
CUO,Continental Materials Corp.,Industrial Goods,Diversified Machinery
CUTR,"Cutera, Inc.",Healthcare,Medical Appliances & Equipment
CUZ,Cousins Properties Incorporated,Financial,REIT - Diversified
CVA,Covanta Holding Corporation,Industrial Goods,Waste Management
CVBF,CVB Financial Corp.,Financial,Regional - Pacific Banks
CVC,Cablevision Systems Corporation,Services,CATV Systems
CVBK,Central Virginia Bankshares Inc.,,
CVCO,"Cavco Industries, Inc.",Industrial Goods,Manufactured Housing
CVCY,Central Valley Community Bancorp,Financial,Regional - Pacific Banks
CVD,Covance Inc.,Healthcare,Medical Laboratories & Research
CVG,Convergys Corporation,Services,Business Services
CVGI,Commercial Vehicle Group Inc.,Services,Auto Parts Wholesale
CVI,"CVR Energy, Inc.",Basic Materials,Oil & Gas Refining & Marketing
CVGW,Calavo Growers Inc.,Consumer Goods,Farm Products
CVLT,"CommVault Systems, Inc.",Technology,Application Software
CVLY,Codorus Valley Bancorp Inc.,Financial,Regional - Northeast Banks
CVM,CEL-SCI Corporation,Healthcare,Biotechnology
CVO,Cenveo Inc.,Services,Business Services
CVR,Chicago Rivet & Machine Co.,Industrial Goods,Machine Tools & Accessories
CVTI,"Covenant Transportation Group, Inc.",Services,Trucking
CVS,CVS Caremark Corporation,Services,Drug Stores
CVU,CPI Aerostructures Inc.,Industrial Goods,Aerospace/Defense Products & Services
CVV,CVD Equipment Corporation,Industrial Goods,Diversified Machinery
CVVT,"China Valves Technology, Inc.",Industrial Goods,Industrial Equipment & Components
CVX,Chevron Corporation,Basic Materials,Major Integrated Oil & Gas
CW,Curtiss-Wright Corporation,Technology,Scientific & Technical Instruments
CWBC,Community West Bancshares,Financial,Regional - Pacific Banks
CWCO,Consolidated Water Co. Ltd.,Utilities,Water Utilities
CWEI,"Clayton Williams Energy, Inc.",Basic Materials,Independent Oil & Gas
CWH,CommonWealth REIT,,
CWHN,CommonWealth REIT,,
CWST,Casella Waste Systems Inc.,Industrial Goods,Waste Management
CWT,California Water Service Group,Utilities,Water Utilities
CWTR,Coldwater Creek Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories
CXDC,China XD Plastics Company Ltd.,Consumer Goods,Rubber & Plastics
CXO,"Concho Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
CXP,"Columbia Property Trust, Inc.",Financial,REIT - Office
CXPO,Crimson Exploration Inc.,,
CXW,Corrections Corporation of America,Financial,REIT - Diversified
CY,Cypress Semiconductor Corporation,Technology,Semiconductor - Broad Line
CYAN,Cyanotech Corp.,Healthcare,Biotechnology
CYB,WisdomTree Chinese Yuan Strategy,,
CYBE,CyberOptics Corp.,Technology,Scientific & Technical Instruments
CYBX,Cyberonics Inc.,Healthcare,Medical Appliances & Equipment
CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology
CYCCP,"Cyclacel Pharmaceuticals, Inc.",,
CYH,"Community Health Systems, Inc.",Healthcare,Hospitals
CYN,City National Corporation,Financial,Money Center Banks
CYNI,"Cyan, Inc.",Technology,Communication Equipment
CYNO,"Cynosure, Inc.",Healthcare,Medical Appliances & Equipment
CYS,"CYS Investments, Inc.",Financial,Mortgage Investment
CYT,Cytec Industries Inc.,Basic Materials,Specialty Chemicals
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology
CYTR,CytRx Corporation,Healthcare,Biotechnology
CYTX,"Cytori Therapeutics, Inc.",Healthcare,Biotechnology
CYTXW,Cytori Therapeutics Inc,,
CZFC,Citizens First Corporation,Financial,Regional - Southeast Banks
CZNC,Citizens & Northern Corp.,Financial,Regional - Mid-Atlantic Banks
CZWI,"Citizens Community Bancorp, Inc.",Financial,Regional - Midwest Banks
D,"Dominion Resources, Inc.",Utilities,Electric Utilities
DAEG,Daegis Inc.,Technology,Application Software
CZR,Caesars Entertainment Corporation,Services,Resorts & Casinos
DAIO,Data I/O Corp.,Technology,Diversified Electronics
DAL,Delta Air Lines Inc.,Services,Major Airlines
DAKT,Daktronics Inc.,Consumer Goods,Electronic Equipment
DAN,Dana Holding Corporation,Consumer Goods,Auto Parts
DAR,Darling International Inc.,Industrial Goods,Waste Management
DARA,"DARA BioSciences, Inc",Healthcare,Biotechnology
DATA,"Tableau Software, Inc.",Technology,Application Software
DAVE,Famous Dave's of America Inc.,Services,Restaurants
DBD,"Diebold, Incorporated",Technology,Diversified Computer Systems
DBLE,Double Eagle Petroleum Co.,,
DBLEP,Double Eagle Petroleum Co.,,
DCI,"Donaldson Company, Inc.",Industrial Goods,Pollution & Treatment Controls
DCO,Ducommun Inc.,Industrial Goods,Aerospace/Defense Products & Services
DCOM,Dime Community Bancshares Inc.,Financial,Savings & Loans
DCT,DCT Industrial Trust Inc.,Financial,REIT - Industrial
DCTH,"Delcath Systems, Inc.",Healthcare,Drug Delivery
DD,E. I. du Pont de Nemours and Company,Basic Materials,Agricultural Chemicals
DDD,3D Systems Corp.,Technology,Computer Peripherals
DDDC,"deltathree, Inc.",Technology,Diversified Communication Services
DDE,Dover Downs Gaming & Entertainment Inc.,Services,Gaming Activities
DDR,DDR Corp.,Financial,REIT - Retail
DDS,Dillard's Inc.,Services,Department Stores
DE,Deere & Company,Industrial Goods,Farm & Construction Machinery
DECK,Deckers Outdoor Corp.,Consumer Goods,Textile - Apparel Footwear & Accessories
DEER,"Deer Consumer Products, Inc.",Consumer Goods,Home Furnishings & Fixtures
DEI,Douglas Emmett Inc,Financial,REIT - Diversified
DEL,Deltic Timber Corporation,Industrial Goods,"Lumber, Wood Production"
DENN,Denny's Corporation,Services,Restaurants
DEPO,DepoMed Inc.,Healthcare,Drug Manufacturers - Other
DEST,Destination Maternity Corporation,Services,Apparel Stores
DF,Dean Foods Company,Consumer Goods,Dairy Products
DFS,Discover Financial Services,Financial,Credit Services
DFT,"DuPont Fabros Technology, Inc.",Financial,REIT - Office
DFZ,R.G. Barry Corporation,Consumer Goods,Textile - Apparel Footwear & Accessories
DG,Dollar General Corporation,Services,"Discount, Variety Stores"
DGI,"DigitalGlobe, Inc.",Industrial Goods,Aerospace/Defense Products & Services
DGAS,"Delta Natural Gas Company, Inc.",Utilities,Gas Utilities
DGICA,Donegal Group Inc.,,
DGICB,Donegal Group Inc.,Financial,Property & Casualty Insurance
DGII,Digi International Inc.,Technology,Networking & Communication Devices
DGIT,"Digital Generation, Inc.",,
DGLY,Digital Ally Inc.,Technology,Scientific & Technical Instruments
DGSE,DGSE Companies Inc.,Services,Jewelry Stores
DGX,Quest Diagnostics Inc.,Healthcare,Medical Laboratories & Research
DHI,DR Horton Inc.,Industrial Goods,Residential Construction
DHIL,Diamond Hill Investment Group Inc.,Financial,Asset Management
DHR,Danaher Corp.,Industrial Goods,Diversified Machinery
DHX,"Dice Holdings, Inc.",Services,Staffing & Outsourcing Services
DHRM,Dehaier Medical Systems Limited,Healthcare,Medical Appliances & Equipment
DIET,Ediets.com Inc.,,
DIN,"DineEquity, Inc.",Services,Restaurants
DIOD,Diodes Incorporated,Technology,Semiconductor - Integrated Circuits
DISCA,"Discovery Communications, Inc.",Services,CATV Systems
DISCB,"Discovery Communications, Inc.",,
DISCK,"Discovery Communications, Inc.",,
DISH,Dish Network Corp.,Services,CATV Systems
DIS,The Walt Disney Company,Services,Entertainment - Diversified
DJCO,Daily Journal Corp.,Services,Publishing - Newspapers
DIT,AMCON Distributing Co.,Services,Food Wholesale
DK,"Delek US Holdings, Inc.",Basic Materials,Oil & Gas Refining & Marketing
DKL,"Delek Logistics Partners, LP",Basic Materials,Independent Oil & Gas
DKS,Dick's Sporting Goods Inc.,Services,Sporting Goods Stores
DLB,"Dolby Laboratories, Inc.",Technology,Diversified Electronics
DLA,Delta Apparel Inc.,Consumer Goods,Textile - Apparel Clothing
DLGC,"Dialogic, Inc.",Technology,Communication Equipment
DLLR,DFC Global Corp.,Financial,Credit Services
DLIA,"dELiA*s, Inc.",Services,Catalog & Mail Order Houses
DLHC,DLH Holdings Corp.,Services,Staffing & Outsourcing Services
DLPH,Delphi Automotive PLC,Consumer Goods,Auto Parts
DLR,Digital Realty Trust Inc.,Financial,REIT - Office
DLTR,"Dollar Tree, Inc.",Services,"Discount, Variety Stores"
DLX,Deluxe Corp.,Services,Business Services
DMD,"Demand Media, Inc.",Technology,Internet Software & Services
DMLP,Dorchester Minerals LP,Financial,Diversified Investments
DMRC,Digimarc Corporation,Technology,Information Technology Services
DMND,"Diamond Foods, Inc.",Consumer Goods,Processed & Packaged Goods
DNB,Dun & Bradstreet Corp.,Technology,Information & Delivery Services
DNDN,Dendreon Corp.,Healthcare,Biotechnology
DNKN,"Dunkin' Brands Group, Inc.",Services,Restaurants
DNR,Denbury Resources Inc.,Basic Materials,Independent Oil & Gas
DO,"Diamond Offshore Drilling, Inc.",Basic Materials,Oil & Gas Drilling & Exploration
DNBF,DNB Financial Corp.,Financial,Regional - Mid-Atlantic Banks
DORM,"Dorman Products, Inc.",Consumer Goods,Auto Parts
DOV,Dover Corporation,Industrial Goods,Diversified Machinery
DOW,The Dow Chemical Company,Basic Materials,Chemicals - Major Diversified
DPS,"Dr Pepper Snapple Group, Inc.",Consumer Goods,Beverages - Soft Drinks
DPM,DCP Midstream Partners LP,Basic Materials,Oil & Gas Pipelines
DPW,Digital Power Corp.,Technology,Diversified Electronics
DRAD,Digirad Corporation,Healthcare,Medical Appliances & Equipment
DRAM,Dataram Corporation,Technology,Data Storage Devices
DRC,Dresser-Rand Group Inc.,Industrial Goods,Diversified Machinery
DRCO,Dynamics Research Corporation,,
DRE,Duke Realty Corporation,Financial,REIT - Industrial
DPZ,"Domino's Pizza, Inc.",Services,Restaurants
DRIV,Digital River Inc.,Technology,Internet Software & Services
DRH,Diamondrock Hospitality Co.,Financial,REIT - Hotel/Motel
DRI,"Darden Restaurants, Inc.",Services,Restaurants
DRL,Doral Financial Corporation,Financial,Money Center Banks
DRQ,"Dril-Quip, Inc.",Basic Materials,Oil & Gas Equipment & Services
DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Other
DRTX,"Durata Therapeutics, Inc.",Healthcare,Biotechnology
DSCI,Derma Sciences Inc.,Healthcare,Medical Instruments & Supplies
DSCO,Discovery Laboratories Inc.,Healthcare,Biotechnology
DSPG,DSP Group Inc.,Technology,Semiconductor - Integrated Circuits
DSKX,"DS Healthcare Group, Inc.",Consumer Goods,Personal Products
DSS,"Document Security Systems, Inc.",Services,Business Services
DSTI,DayStar Technologies Inc.,Technology,Semiconductor - Specialized
DSW,DSW Inc.,Services,Apparel Stores
DTE,DTE Energy Company,Utilities,Electric Utilities
DTLK,Datalink Corporation,Technology,Data Storage Devices
DTSI,DTS Inc.,Technology,Application Software
DTV,DIRECTV,Services,CATV Systems
DUK,Duke Energy Corporation,Utilities,Diversified Utilities
DVA,DaVita HealthCare Partners Inc.,Healthcare,Specialized Health Services
DV,DeVry Education Group Inc.,Services,Education & Training Services
DVAX,Dynavax Technologies Corporation,Healthcare,Drug Manufacturers - Other
DVCR,Diversicare Healthcare Services Inc.,Healthcare,Long-Term Care Facilities
DVD,Dover Motorsports Inc.,Services,Sporting Activities
DVN,Devon Energy Corporation,Basic Materials,Independent Oil & Gas
DVR,Cal Dive International Inc,Basic Materials,Oil & Gas Equipment & Services
DWA,DreamWorks Animation SKG Inc.,Services,"Movie Production, Theaters"
DW,Drew Industries Incorporated,Consumer Goods,Recreational Vehicles
DWCH,Datawatch Corporation,Technology,Business Software & Services
DWRE,"Demandware, Inc.",Technology,Application Software
DWSN,Dawson Geophysical Company,Basic Materials,Oil & Gas Equipment & Services
DX,Dynex Capital Inc.,Financial,REIT - Residential
DXCM,"DexCom, Inc.",Healthcare,Medical Instruments & Supplies
DXLG,"Destination XL Group, Inc.",Services,Apparel Stores
DXM,"Dex Media, Inc.",Services,Marketing Services
DXPE,"DXP Enterprises, Inc.",Services,Industrial Equipment Wholesale
DXR,Daxor Corp.,Healthcare,Medical Instruments & Supplies
DY,Dycom Industries Inc.,Industrial Goods,Heavy Construction
DYAX,Dyax Corp.,Healthcare,Biotechnology
DYII,Dynacq Healthcare Inc.,Healthcare,Hospitals
DYNIQ,DYNEGY INC NEW,,
DYSL,Dynasil Corporation of America,Technology,Scientific & Technical Instruments
EAC,Erickson Incorporated,Industrial Goods,Aerospace/Defense - Major Diversified
EA,Electronic Arts Inc.,Technology,Multimedia & Graphics Software
EBF,Ennis Inc.,Consumer Goods,Office Supplies
EAT,"Brinker International, Inc.",Services,Restaurants
EBIX,Ebix Inc.,Technology,Business Software & Services
EBAY,eBay Inc.,Services,"Specialty Retail, Other"
EBMT,"Eagle Bancorp Montana, Inc.",Financial,Regional - Pacific Banks
EBSB,"Meridian Interstate Bancorp, Inc.",Financial,Savings & Loans
EBTC,Enterprise Bancorp Inc.,Financial,Savings & Loans
EBS,"Emergent BioSolutions, Inc.",Healthcare,Biotechnology
ECHO,"Echo Global Logistics, Inc.",Services,Trucking
ECL,Ecolab Inc.,Consumer Goods,Cleaning Products
ECOL,"US Ecology, Inc.",Industrial Goods,Waste Management
ECOM,ChannelAdvisor Corporation,Technology,Application Software
ECTE,"Echo Therapeutics, Inc.",Healthcare,Drug Manufacturers - Major
ECTY,"ECOtality, Inc.",,
ECYT,"Endocyte, Inc.",Healthcare,Biotechnology
ED,"Consolidated Edison, Inc.",Utilities,Diversified Utilities
EDGW,Edgewater Technology Inc.,Technology,Information Technology Services
EDMC,Education Management Corporation,Services,Education & Training Services
EDE,The Empire District Electric Company,Utilities,Electric Utilities
EDR,"Education Realty Trust, Inc.",Financial,REIT - Residential
EDUC,Educational Development Corporation,Services,Publishing - Books
EEI,"Ecology & Environment, Inc.",Industrial Goods,Waste Management
EFC,Ellington Financial LLC,Financial,Mortgage Investment
EEFT,Euronet Worldwide Inc.,Services,Business Services
EFII,"Electronics for Imaging, Inc.",Technology,Computer Peripherals
EFOI,"Energy Focus, Inc.",Consumer Goods,Home Furnishings & Fixtures
EFSC,Enterprise Financial Services Corp.,Financial,Regional - Southwest Banks
EFX,Equifax Inc.,Financial,Credit Services
EGAN,eGain Corporation,Technology,Business Software & Services
EGHT,8x8 Inc.,Technology,Communication Equipment
EGL,"Engility Holdings, Inc.",Services,Technical Services
EGN,Energen Corp.,Basic Materials,Independent Oil & Gas
EGOV,NIC Inc.,Technology,Application Software
EGY,Vaalco Energy Inc.,Basic Materials,Independent Oil & Gas
EHTH,"eHealth, Inc.",Financial,Insurance Brokers
EIG,"Employers Holdings, Inc.",Financial,Accident & Health Insurance
ELGX,Endologix Inc.,Healthcare,Medical Instruments & Supplies
ELLI,"Ellie Mae, Inc.",Technology,Application Software
ELNK,EarthLink Holdings Corp.,Technology,Telecom Services - Domestic
ELRC,Electro Rent Corporation,Services,Rental & Leasing Services
ELX,Emulex Corporation,Technology,Data Storage Devices
EMCI,EMC Insurance Group Inc.,Financial,Property & Casualty Insurance
ELY,Callaway Golf Co.,Consumer Goods,Sporting Goods
EME,EMCOR Group Inc.,Industrial Goods,General Contractors
END,Endeavour International Corporation,Basic Materials,Independent Oil & Gas
ENDP,Endo International plc,Healthcare,Drug Manufacturers - Other
ENH,Endurance Specialty Holdings Ltd.,Financial,Property & Casualty Insurance
ENR,Energizer Holdings Inc.,Consumer Goods,Personal Products
ENS,EnerSys,Industrial Goods,Industrial Electrical Equipment
ENPH,"Enphase Energy, Inc.",Technology,Semiconductor Equipment & Materials
ENSG,"The Ensign Group, Inc.",Healthcare,Long-Term Care Facilities
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials
ENTA,"Enanta Pharmaceuticals, Inc.",Healthcare,Biotechnology
ENTR,"Entropic Communications, Inc.",Technology,Semiconductor - Broad Line
ENV,"Envestnet, Inc.",Services,Business Services
ENZN,Enzon Pharmaceuticals Inc.,Healthcare,Biotechnology
EOPN,"E2open, Inc.",Technology,Application Software
EPAM,"EPAM Systems, Inc.",Technology,Information Technology Services
EPAY,Bottomline Technologies,Technology,Business Software & Services
EPIQ,"Epiq Systems, Inc.",Technology,Information Technology Services
EPM,Evolution Petroleum Corp.,Basic Materials,Independent Oil & Gas
EPL,"EPL Oil & Gas, Inc.",Basic Materials,Independent Oil & Gas
EPZM,"Epizyme, Inc.",Healthcare,Biotechnology
EQIX,"Equinix, Inc.",Technology,Internet Software & Services
EQU,Equal Energy Ltd.,Basic Materials,Independent Oil & Gas
ERA,Era Group Inc.,Services,"Air Services, Other"
ERII,"Energy Recovery, Inc.",Industrial Goods,Pollution & Treatment Controls
ERIE,Erie Indemnity Company,Financial,Insurance Brokers
ESBF,ESB Financial Corp.,Financial,Savings & Loans
ESGR,Enstar Group Limited,Financial,Property & Casualty Insurance
ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments
ESIO,Electro Scientific Industries Inc.,Technology,Semiconductor - Integrated Circuits
ESSA,"ESSA Bancorp, Inc.",Financial,Savings & Loans
ETH,Ethan Allen Interiors Inc.,Consumer Goods,Home Furnishings & Fixtures
ETM,Entercom Communications Corp.,Services,Broadcasting - Radio
EVC,Entravision Communications Corporation,Services,Broadcasting - TV
EVTC,"EVERTEC, Inc.",Technology,Business Software & Services
ESL,Esterline Technologies Corp.,Industrial Goods,Aerospace/Defense Products & Services
ESC,Emeritus Corp.,Healthcare,Long-Term Care Facilities
EVR,Evercore Partners Inc.,Financial,Asset Management
EWBC,"East West Bancorp, Inc.",Financial,Foreign Money Center Banks
EV,Eaton Vance Corp.,Financial,Asset Management
EXAC,Exactech Inc.,Healthcare,Medical Appliances & Equipment
EXAS,Exact Sciences Corporation,Healthcare,Biotechnology
EXAR,Exar Corp.,Technology,Semiconductor - Integrated Circuits
EXAM,"ExamWorks Group, Inc.",Services,Business Services
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology
EXH,"Exterran Holdings, Inc.",Basic Materials,Oil & Gas Equipment & Services
EXLS,"Exlservice Holdings, Inc.",Services,Business Services
EXPO,Exponent Inc.,Services,Management Services
EXPR,Express Inc.,Services,Apparel Stores
EXP,Eagle Materials Inc.,Industrial Goods,Cement
EXTR,Extreme Networks Inc.,Technology,Networking & Communication Devices
EXXI,Energy XXI,Basic Materials,Oil & Gas Equipment & Services
EXR,Extra Space Storage Inc.,Financial,REIT - Industrial
EZPW,"EZCORP, Inc.",Services,"Specialty Retail, Other"
F,Ford Motor Co.,Consumer Goods,Auto Manufacturers - Major
FABK,First Advantage Bancorp.,Financial,Regional - Southeast Banks
FAC,First Acceptance Corp.,Financial,Accident & Health Insurance
FAF,First American Financial Corporation,Financial,Property & Casualty Insurance
FALC,Falconstor Software Inc.,Technology,Application Software
FANG,"Diamondback Energy, Inc.",Basic Materials,Independent Oil & Gas
FARM,Farmer Brothers Co.,Consumer Goods,Processed & Packaged Goods
FARO,FARO Technologies Inc.,Technology,Scientific & Technical Instruments
FAST,Fastenal Company,Services,Industrial Equipment Wholesale
FB,"Facebook, Inc.",Technology,Internet Information Providers
FBC,Flagstar Bancorp Inc.,Financial,Savings & Loans
FBHS,"Fortune Brands Home & Security, Inc.",Consumer Goods,Home Furnishings & Fixtures
FBIZ,"First Business Financial Services, Inc.",Financial,Regional - Midwest Banks
FBMI,Firstbank Corporation,Financial,Regional - Midwest Banks
FBMS,First Bancshares Inc.,Financial,Regional - Southeast Banks
FBNC,First Bancorp,Financial,Regional - Mid-Atlantic Banks
FBNK,"First Connecticut Bancorp, Inc.",Financial,Money Center Banks
FBP,First Bancorp,Financial,Foreign Regional Banks
FBRC,FBR & Co.,Financial,Asset Management
FBSS,Fauquier Bankshares Inc.,Financial,Regional - Southeast Banks
FC,Franklin Covey Co.,Services,Education & Training Services
FCAP,First Capital Inc.,Financial,Savings & Loans
FCCY,1st Constitution Bancorp,Financial,Regional - Northeast Banks
FCBC,"First Community Bancshares, Inc.",Financial,Regional - Mid-Atlantic Banks
FCCO,First Community Corporation,Financial,Regional - Southwest Banks
FCEL,FuelCell Energy Inc.,Utilities,Diversified Utilities
FCF,First Commonwealth Financial Corp.,Financial,Regional - Northeast Banks
FCFS,First Cash Financial Services Inc.,Financial,Credit Services
FCH,FelCor Lodging Trust Incorporated,Financial,REIT - Hotel/Motel
FCLF,First Clover Leaf Financial Corp.,Financial,Savings & Loans
FCN,"FTI Consulting, Inc.",Services,Management Services
FCNCA,First Citizens Bancshares Inc.,Financial,Regional - Mid-Atlantic Banks
FCTY,"1st Century Bancshares, Inc.",Financial,Regional - Pacific Banks
FCX,Freeport-McMoRan Copper & Gold Inc.,Basic Materials,Copper
FCZA,First Citizens Banc Corp.,Financial,Regional - Pacific Banks
FDEF,First Defiance Financial Corp.,Financial,Savings & Loans
FDO,Family Dollar Stores Inc.,Services,"Discount, Variety Stores"
FDP,Fresh Del Monte Produce Inc.,Consumer Goods,Farm Products
FDS,FactSet Research Systems Inc.,Technology,Information & Delivery Services
FCS,Fairchild Semiconductor International Inc.,Technology,Semiconductor - Integrated Circuits
FDML,Federal-Mogul Holdings Corporation,Consumer Goods,Auto Parts
FDX,FedEx Corporation,Services,Air Delivery & Freight Services
FE,FirstEnergy Corp.,Utilities,Electric Utilities
FEIC,FEI Company,Technology,Scientific & Technical Instruments
FEIM,Frequency Electronics Inc.,Technology,Communication Equipment
FES,Forbes Energy Services Ltd.,Basic Materials,Oil & Gas Equipment & Services
FELE,"Franklin Electric Co., Inc.",Industrial Goods,Industrial Electrical Equipment
FET,"Forum Energy Technologies, Inc.",Basic Materials,Oil & Gas Equipment & Services
FFBC,First Financial Bancorp.,Financial,Regional - Midwest Banks
FFBCW,First Financial Bancorp.,,
FF,FutureFuel Corp.,Basic Materials,Chemicals - Major Diversified
FFBH,First Federal Bancshares of Arkansas Inc.,Financial,Savings & Loans
FFEX,Frozen Food Express Industries Inc.,,
FFG,FBL Financial Group Inc.,Financial,Life Insurance
FFIC,Flushing Financial Corp.,Financial,Savings & Loans
FFIN,First Financial Bankshares Inc.,Financial,Regional - Southwest Banks
FFIV,"F5 Networks, Inc.",Technology,Business Software & Services
FFKT,Farmers Capital Bank Corporation,Financial,Regional - Southeast Banks
FFKY,First Financial Service Corp.,Financial,Regional - Southeast Banks
FFNM,"First Federal of Northern Michigan Bancorp, Inc.",Financial,Regional - Midwest Banks
FFNW,"First Financial Northwest, Inc.",Financial,Regional - Pacific Banks
FGP,Ferrellgas Partners LP,Basic Materials,Oil & Gas Refining & Marketing
FHCO,The Female Health Company,Consumer Goods,Personal Products
FHN,First Horizon National Corporation,Financial,Regional - Southeast Banks
FIBK,First Interstate Bancsystem Inc.,Financial,Regional - Pacific Banks
FICO,Fair Isaac Corporation,Technology,Business Software & Services
FIG,Fortress Investment Group LLC,Financial,Asset Management
FII,"Federated Investors, Inc.",Financial,Asset Management
FINL,Finish Line Inc.,Services,"Specialty Retail, Other"
FIO,"Fusion-io, Inc.",Technology,Data Storage Devices
FIRE,"Sourcefire, Inc.",,
FIS,"Fidelity National Information Services, Inc.",Technology,Information Technology Services
FISI,Financial Institutions Inc.,Financial,Regional - Mid-Atlantic Banks
FITB,Fifth Third Bancorp,Financial,Regional - Midwest Banks
FISV,"Fiserv, Inc.",Services,Business Services
FIVE,"Five Below, Inc.",Services,"Specialty Retail, Other"
FIX,Comfort Systems USA Inc.,Industrial Goods,General Contractors
FIZZ,National Beverage Corp.,Consumer Goods,Beverages - Soft Drinks
FL,"Foot Locker, Inc.",Consumer Goods,Textile - Apparel Footwear & Accessories
FLDM,Fluidigm Corporation,Technology,Scientific & Technical Instruments
FLIC,The First of Long Island Corporation,Financial,Regional - Northeast Banks
FLEX,Flextronics International Ltd.,Technology,Printed Circuit Boards
FLIR,"FLIR Systems, Inc.",Technology,Scientific & Technical Instruments
FLL,Full House Resorts Inc.,Services,Resorts & Casinos
FLO,"Flowers Foods, Inc.",Consumer Goods,Processed & Packaged Goods
FLOW,Flow International Corporation,,
FLR,Fluor Corporation,Industrial Goods,Heavy Construction
FLT,"FleetCor Technologies, Inc.",Services,Business Services
FLTX,Fleetmatics Group PLC,Technology,Application Software
FLS,Flowserve Corp.,Industrial Goods,Diversified Machinery
FLWS,1-800-Flowers.com Inc.,Services,"Specialty Retail, Other"
FLXS,Flexsteel Industries Inc.,Consumer Goods,Home Furnishings & Fixtures
FMBI,First Midwest Bancorp Inc.,Financial,Regional - Midwest Banks
FMC,FMC Corp.,Basic Materials,Chemicals - Major Diversified
FMCC,Federal Home Loan Mortgage Corporation,Financial,Mortgage Investment
FMD,The First Marblehead Corporation,Financial,Credit Services
FMER,FirstMerit Corporation,Financial,Money Center Banks
FMNB,Farmers National Banc Corp.,Financial,Regional - Midwest Banks
FN,Fabrinet,Consumer Goods,Electronic Equipment
FNB,F.N.B. Corporation,Financial,Regional - Southeast Banks
FNF,"Fidelity National Financial, Inc.",Financial,Surety & Title Insurance
FNFG,First Niagara Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks
FNGN,"Financial Engines, Inc.",Financial,Asset Management
FNHC,Federated National Holding Company,Financial,Property & Casualty Insurance
FNLC,"The First Bancorp, Inc.",Financial,Regional - Northeast Banks
FNSR,Finisar Corp.,Technology,Networking & Communication Devices
FNMA,Federal National Mortgage Association,Financial,Mortgage Investment
FOE,Ferro Corporation,Basic Materials,Specialty Chemicals
FOLD,"Amicus Therapeutics, Inc.",Healthcare,Biotechnology
FONR,Fonar Corp.,Healthcare,Medical Appliances & Equipment
FOR,Forestar Group Inc.,Financial,Real Estate Development
